UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
6111,M06111,L,295.718,305.761,1582.239,40.555,98.704,0,0,0,0,0,0
6112,M06112,L,305.601,315.5,1806.759,29.063,174.015,0,0,0,0,0,0
6113,M06113,L,300.407,310.981,1881.115,37.566,197.739,0,0,0,0,0,0
6114,M06114,H,301.16,309.228,1874.876,44.915,138.773,0,0,0,0,0,0
6115,M06115,L,299.127,311.169,1289.687,31.727,260.0,0,0,0,0,0,0
6116,M06116,M,299.993,311.17,1495.561,42.33,165.49,0,0,0,0,0,0
6117,M06117,L,300.385,309.612,1430.955,30.105,127.144,0,0,0,0,0,0
6118,M06118,L,297.902,307.94,1630.234,27.633,108.306,0,0,0,0,0,0
6119,M06119,H,298.389,307.72,1481.807,46.156,116.693,0,0,0,0,0,0
6120,M06120,L,302.369,312.728,1450.362,51.74,80.488,0,0,0,0,0,0
6121,M06121,L,296.895,306.969,1820.007,28.163,42.056,0,0,0,0,0,0
6122,M06122,L,300.882,311.156,1521.643,49.53,57.059,0,0,0,0,0,0
6123,M06123,M,299.259,308.025,1527.32,39.87,110.025,0,0,0,0,0,0
6124,M06124,L,298.079,307.501,1590.912,17.866,176.232,0,0,0,0,0,0
6125,M06125,L,303.944,315.319,1648.763,25.651,142.857,0,0,0,0,0,0
6126,M06126,L,298.091,307.45,1650.03,46.083,131.833,0,0,0,0,0,0
6127,M06127,L,297.74,304.568,1841.47,23.761,260.0,1,1,0,0,1,0
6128,M06128,L,299.626,309.445,1217.164,33.814,237.8,0,0,0,0,0,0
6129,M06129,M,298.463,311.357,1571.382,39.186,56.123,0,0,0,0,0,0
6130,M06130,L,300.013,311.031,1477.477,44.48,169.309,0,0,0,0,0,0
6131,M06131,L,300.311,309.61,1433.807,41.847,36.891,0,0,0,0,0,0
6132,M06132,M,300.469,310.409,1666.712,55.686,138.744,0,0,0,0,0,0
6133,M06133,M,299.752,310.568,1785.239,31.842,23.884,0,0,0,0,0,0
6134,M06134,L,298.596,306.488,1369.813,40.986,77.512,0,0,0,0,0,0
6135,M06135,L,301.287,310.26,1871.126,44.526,163.672,0,0,0,0,0,0
6136,M06136,L,299.777,310.255,1185.038,47.124,88.188,0,0,0,0,0,0
6137,M06137,H,299.009,310.922,1629.858,50.513,44.478,0,0,0,0,0,0
6138,M06138,L,302.96,312.433,1304.049,35.659,71.872,0,0,0,0,0,0
6139,M06139,L,299.757,311.638,1358.81,46.515,53.936,0,0,0,0,0,0
6140,M06140,L,302.184,311.279,1513.217,30.741,148.87,0,0,0,0,0,0
6141,M06141,L,302.454,308.391,1412.259,39.223,204.192,1,1,0,0,0,0
6142,M06142,L,302.575,313.468,1100.0,45.012,106.209,0,0,0,0,0,0
6143,M06143,L,301.382,312.031,1634.523,49.754,192.066,1,1,0,0,0,0
6144,M06144,M,299.999,310.882,1671.547,45.702,79.872,0,0,0,0,0,0
6145,M06145,M,299.872,310.708,1464.566,40.905,112.92,0,0,0,0,0,0
6146,M06146,M,299.512,309.742,1447.28,39.205,244.874,0,0,0,0,0,0
6147,M06147,M,295.666,305.356,1417.964,45.488,107.551,0,0,0,0,0,0
6148,M06148,L,301.438,311.173,1123.478,61.892,194.897,1,0,1,0,0,0
6149,M06149,H,300.489,309.936,1100.197,48.546,69.596,0,0,0,0,0,0
6150,M06150,M,301.651,311.171,1676.799,43.815,118.59,0,0,0,0,0,0
6151,M06151,H,299.766,307.593,1734.234,26.31,59.927,0,0,0,0,0,0
6152,M06152,M,301.33,309.872,1631.302,31.555,124.653,0,0,0,0,0,0
6153,M06153,L,297.245,307.049,1583.436,36.759,136.762,0,0,0,0,0,0
6154,M06154,L,297.661,304.972,1672.198,49.1,172.965,0,0,0,0,0,0
6155,M06155,L,295.048,302.638,1657.544,30.632,79.459,0,0,0,0,0,0
6156,M06156,L,299.731,309.33,1327.266,46.425,108.294,0,0,0,0,0,0
6157,M06157,L,298.455,308.301,1548.941,41.197,203.208,0,0,0,0,0,0
6158,M06158,L,298.193,307.817,1434.864,43.549,35.373,0,0,0,0,0,0
6159,M06159,L,300.669,307.813,1437.77,37.84,0.0,0,0,0,0,0,0
6160,M06160,H,299.149,311.012,1750.845,34.034,74.258,0,0,0,0,0,0
6161,M06161,M,297.134,305.41,1846.426,30.262,162.71,0,0,0,0,0,0
6162,M06162,M,305.09,314.108,1100.0,46.116,125.802,0,0,0,0,0,0
6163,M06163,L,299.926,308.412,1443.884,39.233,53.066,0,0,0,0,0,0
6164,M06164,M,297.834,309.393,1432.364,29.228,124.999,0,0,0,0,0,0
6165,M06165,H,298.66,309.166,1755.524,42.233,94.333,0,0,0,0,0,0
6166,M06166,M,299.654,309.086,1180.917,74.233,10.41,1,0,1,0,0,0
6167,M06167,M,299.65,308.997,1100.0,37.985,96.176,0,0,0,0,0,0
6168,M06168,L,302.604,312.82,1680.606,56.541,172.128,0,0,0,0,0,0
6169,M06169,L,299.841,308.345,1711.845,14.147,100.547,0,0,0,0,0,0
6170,M06170,M,303.71,314.167,1107.519,37.295,14.091,0,0,0,0,0,0
6171,M06171,H,299.135,308.477,1472.632,49.548,240.807,0,0,0,0,0,0
6172,M06172,L,300.853,311.476,1836.64,40.156,50.475,0,0,0,0,0,0
6173,M06173,L,302.044,312.627,1262.83,33.574,146.1,0,0,0,0,0,0
6174,M06174,L,302.39,311.678,1522.231,39.736,178.459,0,0,0,0,0,0
6175,M06175,L,302.624,310.16,1611.752,49.851,149.521,0,0,0,0,0,0
6176,M06176,H,299.456,309.16,1185.921,61.434,103.733,1,0,1,0,0,0
6177,M06177,M,299.989,308.25,1375.955,50.655,0.0,0,0,0,0,0,0
6178,M06178,L,295.041,305.136,1128.016,34.953,202.066,0,0,0,0,0,0
6179,M06179,L,299.608,309.3,1463.803,37.671,38.339,0,0,0,0,0,0
6180,M06180,L,302.183,311.477,1325.981,37.746,188.048,0,0,0,0,0,0
6181,M06181,L,301.794,310.239,1545.691,31.328,197.762,0,0,0,0,0,0
6182,M06182,M,299.827,311.251,1639.662,38.449,34.508,0,0,0,0,0,0
6183,M06183,H,303.398,312.854,1805.498,37.262,33.45,0,0,0,0,0,0
6184,M06184,M,299.232,312.056,2013.102,27.994,92.481,0,0,0,0,0,0
6185,M06185,L,298.568,308.61,1545.694,48.381,184.374,0,0,0,0,0,0
6186,M06186,M,299.064,309.486,1430.355,44.209,78.163,0,0,0,0,0,0
6187,M06187,M,297.755,307.802,1417.574,33.591,126.572,0,0,0,0,0,0
6188,M06188,L,301.245,311.655,1287.729,41.478,84.855,0,0,0,0,0,0
6189,M06189,M,300.577,311.888,1598.594,30.354,174.998,0,0,0,0,0,0
6190,M06190,M,301.22,312.545,1391.128,34.477,75.556,0,0,0,0,0,0
6191,M06191,H,299.171,307.051,1613.971,46.877,69.545,0,0,0,0,0,0
6192,M06192,L,299.884,310.91,1294.734,44.71,47.728,0,0,0,0,0,0
6193,M06193,L,295.643,306.24,1397.463,34.868,45.568,0,0,0,0,0,0
6194,M06194,L,300.752,310.796,1595.118,43.115,194.482,0,0,0,0,0,0
6195,M06195,L,300.198,312.253,1472.521,39.256,94.953,0,0,0,0,0,0
6196,M06196,L,297.799,309.902,1100.0,30.027,53.431,0,0,0,0,0,0
6197,M06197,M,299.791,310.876,1496.658,38.328,3.027,0,0,0,0,0,0
6198,M06198,L,299.484,308.832,1323.61,44.32,101.067,0,0,0,0,0,0
6199,M06199,L,303.529,312.098,1759.914,43.062,62.541,0,0,0,0,0,0
6200,M06200,H,297.878,308.783,1713.644,23.074,49.258,0,0,0,0,0,0
6201,M06201,M,300.663,312.294,1100.0,41.661,65.811,0,0,0,0,0,0
6202,M06202,L,297.818,305.384,1676.33,40.254,128.525,0,0,0,0,0,0
6203,M06203,M,298.884,310.188,1585.646,21.017,38.734,0,0,0,0,0,0
6204,M06204,L,300.554,310.248,1173.511,31.92,98.568,0,0,0,0,0,0
6205,M06205,L,299.577,307.406,1693.231,44.916,181.992,0,0,0,0,0,0
6206,M06206,M,299.988,310.551,1218.425,53.848,81.261,0,0,0,0,0,0
6207,M06207,L,300.665,311.757,1751.983,23.595,45.513,0,0,0,0,0,0
6208,M06208,L,299.013,308.591,1357.839,49.793,193.868,0,0,0,0,0,0
6209,M06209,L,301.768,310.499,1166.03,21.196,113.832,0,0,0,0,0,0
6210,M06210,H,299.389,311.444,1966.565,53.975,107.775,0,0,0,0,0,0
6211,M06211,L,299.805,309.003,1159.808,37.613,156.476,0,0,0,0,0,0
6212,M06212,M,300.723,312.114,1322.675,32.853,113.95,0,0,0,0,0,0
6213,M06213,L,300.454,308.638,1365.818,43.545,124.892,0,0,0,0,0,0
6214,M06214,M,301.288,311.788,1399.753,30.375,10.031,0,0,0,0,0,0
6215,M06215,L,300.634,311.099,1653.732,45.159,61.236,0,0,0,0,0,0
6216,M06216,L,300.938,311.986,1512.741,38.76,250.371,0,0,0,0,0,0
6217,M06217,M,299.349,311.141,1720.947,5.0,47.181,0,0,0,0,0,0
6218,M06218,M,297.862,306.886,1581.822,31.893,124.806,0,0,0,0,0,0
6219,M06219,L,297.145,307.77,1131.94,41.911,241.936,0,0,0,0,0,0
6220,M06220,L,296.659,305.019,1620.969,50.665,168.076,0,0,0,0,0,0
6221,M06221,L,303.525,311.872,1551.437,43.315,140.329,0,0,0,0,0,0
6222,M06222,L,295.574,304.88,1362.582,50.505,63.886,0,0,0,0,0,0
6223,M06223,M,302.387,312.879,1956.22,31.06,76.368,0,0,0,0,0,0
6224,M06224,L,298.358,310.371,1633.837,47.276,98.358,0,0,0,0,0,0
6225,M06225,M,302.373,314.604,1707.18,47.444,143.599,0,0,0,0,0,0
6226,M06226,L,295.595,305.169,1714.846,23.69,209.08,0,0,0,0,0,0
6227,M06227,L,299.53,309.896,1407.588,50.995,128.229,0,0,0,0,0,0
6228,M06228,L,302.908,314.04,1639.345,43.274,80.04,0,0,0,0,0,0
6229,M06229,L,301.426,312.345,1569.526,37.185,113.236,0,0,0,0,0,0
6230,M06230,L,299.325,309.122,1377.454,37.013,156.446,0,0,0,0,0,0
6231,M06231,H,296.114,306.205,1231.252,29.62,143.58,0,0,0,0,0,0
6232,M06232,L,297.355,307.223,1505.331,46.308,102.588,0,0,0,0,0,0
6233,M06233,H,302.778,312.528,1629.124,43.02,41.581,0,0,0,0,0,0
6234,M06234,L,299.304,308.894,1503.573,45.829,195.392,0,0,0,0,0,0
6235,M06235,L,299.856,309.713,1459.892,40.79,101.671,0,0,0,0,0,0
6236,M06236,L,300.567,310.08,1506.019,42.058,137.176,0,0,0,0,0,0
6237,M06237,L,297.394,306.032,1436.865,37.041,72.633,0,0,0,0,0,0
6238,M06238,M,300.815,311.85,1840.85,50.768,70.842,0,0,0,0,0,0
6239,M06239,H,299.161,309.78,1559.453,46.064,154.816,0,0,0,0,0,0
6240,M06240,M,300.587,312.839,1392.978,41.728,31.351,0,0,0,0,0,0
6241,M06241,M,298.844,309.287,1102.234,38.654,38.555,0,0,0,0,0,0
6242,M06242,L,296.854,306.353,1456.614,22.32,225.61,1,1,0,0,0,0
6243,M06243,L,299.145,308.394,1373.099,20.154,177.832,0,0,0,0,0,0
6244,M06244,M,301.282,311.338,1364.929,36.317,149.175,0,0,0,0,0,0
6245,M06245,L,300.788,311.452,1707.374,52.687,44.925,0,0,0,0,0,0
6246,M06246,L,300.062,309.768,1517.542,32.951,135.444,0,0,0,0,0,0
6247,M06247,H,301.796,310.032,1129.862,33.345,114.843,0,0,0,0,0,0
6248,M06248,H,299.593,308.706,1636.143,30.277,89.04,0,0,0,0,0,0
6249,M06249,M,300.113,310.134,1151.952,27.096,113.726,0,0,0,0,0,0
6250,M06250,L,299.04,309.929,1652.53,30.86,19.837,0,0,0,0,0,0
6251,M06251,H,301.913,310.13,1395.483,42.786,0.0,0,0,0,0,0,0
6252,M06252,L,300.583,310.901,1519.12,35.082,140.787,0,0,0,0,0,0
6253,M06253,L,298.886,309.151,1494.521,34.628,131.311,0,0,0,0,0,0
6254,M06254,L,297.022,306.48,1467.412,33.737,137.631,0,0,0,0,0,0
6255,M06255,H,302.21,311.506,1546.095,42.37,173.872,0,0,0,0,0,0
6256,M06256,H,298.512,307.628,1518.015,43.903,155.809,0,0,0,0,0,0
6257,M06257,M,300.144,310.313,1911.34,21.31,223.934,1,0,0,0,1,0
6258,M06258,L,304.705,316.057,1549.269,32.397,202.561,0,0,0,0,0,0
6259,M06259,L,301.603,313.04,1554.381,39.106,124.093,0,0,0,0,0,0
6260,M06260,L,303.222,311.874,1343.905,44.389,131.075,0,0,0,0,0,0
6261,M06261,H,298.924,308.699,1583.797,41.277,135.72,0,0,0,0,0,0
6262,M06262,L,302.142,309.51,1274.81,48.229,12.633,0,0,0,0,0,0
6263,M06263,L,300.053,310.184,1753.028,25.882,184.4,0,0,0,0,0,0
6264,M06264,M,300.732,311.449,1173.443,44.152,160.974,0,0,0,0,0,0
6265,M06265,L,304.042,315.927,1314.395,60.513,3.972,1,0,1,0,0,0
6266,M06266,H,299.443,307.299,1141.591,40.477,228.469,1,1,0,0,0,0
6267,M06267,L,300.039,308.733,1592.322,40.885,90.031,0,0,0,0,0,0
6268,M06268,H,298.194,308.367,1406.748,45.193,111.304,0,0,0,0,0,0
6269,M06269,L,301.777,309.835,1650.904,34.547,109.963,0,0,0,0,0,0
6270,M06270,L,298.879,309.085,1285.37,30.531,107.969,0,0,0,0,0,0
6271,M06271,L,302.045,312.793,1616.925,40.58,260.0,0,0,0,0,0,0
6272,M06272,L,296.7,305.163,1627.564,23.46,101.721,0,0,0,0,0,0
6273,M06273,M,301.097,311.256,1546.596,43.96,97.289,0,0,0,0,0,0
6274,M06274,L,298.713,307.258,1506.792,45.645,121.363,0,0,0,0,0,0
6275,M06275,L,301.461,313.112,1530.184,23.962,60.613,0,0,0,0,0,0
6276,M06276,M,299.973,310.221,1299.648,41.63,140.429,0,0,0,0,0,0
6277,M06277,L,298.929,308.161,1263.441,37.835,62.518,0,0,0,0,0,0
6278,M06278,M,299.227,307.741,1619.652,54.779,155.055,0,0,0,0,0,0
6279,M06279,M,298.299,308.766,1418.888,53.098,46.993,0,0,0,0,0,0
6280,M06280,L,301.676,313.305,1599.746,48.416,78.897,0,0,0,0,0,0
6281,M06281,M,297.903,306.977,1841.217,52.107,49.655,0,0,0,0,0,0
6282,M06282,L,299.466,308.938,1399.425,36.348,82.756,0,0,0,0,0,0
6283,M06283,L,300.69,309.788,1367.98,42.599,0.0,1,0,0,0,0,1
6284,M06284,L,303.227,315.094,1428.658,37.475,0.0,0,0,0,0,0,0
6285,M06285,H,299.981,307.691,1508.574,30.028,97.455,0,0,0,0,0,0
6286,M06286,M,299.515,311.058,1635.111,40.827,12.48,0,0,0,0,0,0
6287,M06287,M,300.547,310.095,1493.755,39.168,241.368,0,0,0,0,0,0
6288,M06288,H,295.853,305.767,1957.28,37.977,94.87,0,0,0,0,0,0
6289,M06289,L,297.603,307.194,1592.587,39.408,169.601,0,0,0,0,0,0
6290,M06290,H,299.249,309.537,1671.781,40.608,141.637,0,0,0,0,0,0
6291,M06291,M,298.574,307.698,1491.891,48.879,45.612,0,0,0,0,0,0
6292,M06292,H,296.798,308.068,1722.603,34.155,90.555,0,0,0,0,0,0
6293,M06293,H,301.716,313.034,1454.84,27.204,171.847,0,0,0,0,0,0
6294,M06294,H,300.52,309.339,1358.271,46.78,167.286,0,0,0,0,0,0
6295,M06295,L,300.281,311.081,1699.176,48.566,180.646,0,0,0,0,0,0
6296,M06296,M,298.612,308.184,1487.397,43.58,74.048,0,0,0,0,0,0
6297,M06297,H,300.159,310.221,1553.958,28.612,160.889,0,0,0,0,0,0
6298,M06298,M,301.029,312.859,1716.014,38.685,77.658,0,0,0,0,0,0
6299,M06299,L,299.47,308.661,1530.576,42.85,190.762,0,0,0,0,0,0
6300,M06300,H,300.889,312.001,1467.165,29.317,188.6,0,0,0,0,0,0
6301,M06301,L,298.408,308.956,1382.213,32.355,23.817,0,0,0,0,0,0
6302,M06302,L,300.195,309.962,1733.57,38.534,139.317,0,0,0,0,0,0
6303,M06303,M,302.285,312.726,1424.82,51.829,43.323,0,0,0,0,0,0
6304,M06304,L,302.464,312.762,1488.758,42.252,177.95,0,0,0,0,0,0
6305,M06305,M,302.655,311.265,1563.12,34.275,41.023,0,0,0,0,0,0
6306,M06306,L,300.571,309.843,1562.213,37.983,142.58,0,0,0,0,0,0
6307,M06307,M,300.063,308.809,1723.014,33.337,171.711,0,0,0,0,0,0
6308,M06308,H,299.102,308.77,1484.64,35.88,124.708,0,0,0,0,0,0
6309,M06309,L,296.385,307.999,1802.805,47.223,180.314,1,0,0,0,0,1
6310,M06310,M,297.31,308.007,1445.274,20.8,140.525,0,0,0,0,0,0
6311,M06311,L,299.664,307.945,1581.568,53.149,229.664,0,0,0,0,0,0
6312,M06312,H,299.783,309.455,1459.57,61.892,42.885,0,0,0,0,0,0
6313,M06313,H,302.824,313.105,1960.491,41.626,93.123,0,0,0,0,0,0
6314,M06314,L,302.63,313.523,1422.86,31.689,0.0,0,0,0,0,0,0
6315,M06315,M,298.627,307.846,1442.756,51.632,99.238,0,0,0,0,0,0
6316,M06316,M,301.637,310.152,1525.243,42.779,36.91,0,0,0,0,0,0
6317,M06317,M,299.046,308.978,1441.31,34.74,22.92,0,0,0,0,0,0
6318,M06318,M,301.365,312.048,1569.187,30.281,11.119,0,0,0,0,0,0
6319,M06319,L,301.612,311.894,1770.399,35.942,86.884,0,0,0,0,0,0
6320,M06320,M,302.484,311.423,1532.407,41.926,137.772,0,0,0,0,0,0
6321,M06321,L,299.015,311.12,1540.539,48.955,153.462,0,0,0,0,0,0
6322,M06322,L,302.029,311.91,1449.587,42.842,190.136,0,0,0,0,0,0
6323,M06323,H,296.254,306.487,1388.884,44.541,186.095,0,0,0,0,0,0
6324,M06324,L,302.592,311.798,1521.237,36.663,40.993,0,0,0,0,0,0
6325,M06325,M,299.95,311.278,1501.672,48.549,68.018,0,0,0,0,0,0
6326,M06326,L,299.993,310.679,1758.118,37.933,133.497,0,0,0,0,0,0
6327,M06327,H,295.925,306.303,1289.003,58.38,134.597,1,0,1,0,0,0
6328,M06328,M,299.223,307.841,1819.998,33.472,216.606,1,0,0,0,1,1
6329,M06329,L,302.711,314.024,1467.701,43.95,99.844,0,0,0,0,0,0
6330,M06330,L,299.147,310.055,1532.678,61.894,173.734,0,0,0,0,0,0
6331,M06331,L,301.427,312.645,1265.736,50.42,109.999,0,0,0,0,0,0
6332,M06332,H,300.069,310.114,1623.626,47.454,145.042,0,0,0,0,0,0
6333,M06333,M,302.125,312.036,1288.695,42.968,147.184,0,0,0,0,0,0
6334,M06334,L,300.383,310.164,1582.146,40.528,118.438,0,0,0,0,0,0
6335,M06335,M,298.136,310.871,1560.654,38.261,51.68,0,0,0,0,0,0
6336,M06336,L,300.113,309.462,1428.363,34.382,139.367,0,0,0,0,0,0
6337,M06337,L,303.202,311.779,1100.0,24.643,165.024,0,0,0,0,0,0
6338,M06338,L,300.995,310.547,1975.337,46.406,127.49,0,0,0,0,0,0
6339,M06339,L,299.767,309.127,1268.078,24.62,0.0,0,0,0,0,0,0
6340,M06340,M,304.511,316.023,1560.004,46.514,107.638,0,0,0,0,0,0
6341,M06341,H,302.318,310.691,1339.443,36.908,167.497,0,0,0,0,0,0
6342,M06342,H,301.633,310.96,1730.561,30.445,51.414,0,0,0,0,0,0
6343,M06343,H,300.635,310.863,1416.513,54.057,194.622,0,0,0,0,0,0
6344,M06344,L,301.461,312.982,1334.566,25.509,77.11,0,0,0,0,0,0
6345,M06345,L,301.525,312.381,1630.934,33.339,97.618,0,0,0,0,0,0
6346,M06346,M,295.634,307.577,1220.169,34.273,134.432,0,0,0,0,0,0
6347,M06347,H,300.79,311.205,1409.079,41.496,55.509,0,0,0,0,0,0
6348,M06348,M,299.678,309.434,1651.854,33.873,183.831,0,0,0,0,0,0
6349,M06349,L,299.0,310.027,1831.505,54.617,208.502,0,0,0,0,0,0
6350,M06350,M,299.609,307.969,1288.269,26.287,42.993,0,0,0,0,0,0
6351,M06351,M,296.888,304.836,1365.457,80.0,107.014,1,0,1,0,0,0
6352,M06352,H,296.391,307.562,1577.47,29.412,252.531,0,0,0,0,0,0
6353,M06353,M,302.493,312.746,1100.0,69.559,196.959,1,0,1,0,0,0
6354,M06354,L,300.924,312.081,1798.677,50.93,7.055,0,0,0,0,0,0
6355,M06355,L,295.174,304.151,1280.111,38.897,201.692,0,0,0,0,0,0
6356,M06356,L,298.847,310.389,1403.77,42.266,0.0,0,0,0,0,0,0
6357,M06357,L,301.761,312.566,1557.386,36.212,163.024,0,0,0,0,0,0
6358,M06358,H,299.44,309.403,1511.272,43.471,60.025,0,0,0,0,0,0
6359,M06359,M,302.49,312.739,1288.004,32.63,152.196,0,0,0,0,0,0
6360,M06360,L,302.1,312.516,1878.721,47.09,137.28,0,0,0,0,0,0
6361,M06361,L,297.287,306.258,1100.0,41.82,129.37,0,0,0,0,0,0
6362,M06362,M,299.713,309.251,1253.158,30.105,160.998,0,0,0,0,0,0
6363,M06363,M,299.104,309.501,1359.91,44.271,85.282,0,0,0,0,0,0
6364,M06364,L,297.222,306.711,1291.065,43.654,78.078,0,0,0,0,0,0
6365,M06365,H,297.091,305.328,1768.302,32.829,185.139,0,0,0,0,0,0
6366,M06366,L,298.388,308.742,1135.164,35.723,120.4,0,0,0,0,0,0
6367,M06367,L,298.718,309.721,1842.642,45.125,80.13,0,0,0,0,0,0
6368,M06368,L,300.566,311.849,1438.811,50.907,107.535,0,0,0,0,0,0
6369,M06369,M,302.088,312.727,1200.593,38.577,101.467,0,0,0,0,0,0
6370,M06370,M,301.027,312.009,1100.0,49.307,95.79,0,0,0,0,0,0
6371,M06371,H,301.501,312.686,1452.671,51.671,151.018,0,0,0,0,0,0
6372,M06372,L,299.467,309.562,1345.567,53.033,59.082,0,0,0,0,0,0
6373,M06373,H,301.206,308.663,1552.029,44.17,226.453,0,0,0,0,0,0
6374,M06374,M,299.703,311.095,1400.874,30.983,135.669,0,0,0,0,0,0
6375,M06375,L,299.117,308.045,1710.277,48.913,0.0,0,0,0,0,0,0
6376,M06376,L,303.794,312.437,1468.652,38.086,139.254,0,0,0,0,0,0
6377,M06377,L,295.339,304.015,1406.74,45.065,54.877,0,0,0,0,0,0
6378,M06378,H,296.253,309.235,1714.116,33.71,118.074,0,0,0,0,0,0
6379,M06379,L,300.765,311.294,1550.197,33.998,109.327,0,0,0,0,0,0
6380,M06380,L,299.47,308.22,1670.419,32.986,167.445,0,0,0,0,0,0
6381,M06381,M,297.126,306.306,1752.705,26.75,166.647,0,0,0,0,0,0
6382,M06382,H,297.891,307.89,1435.364,34.133,135.496,0,0,0,0,0,0
6383,M06383,M,298.151,308.802,1508.415,29.67,253.672,0,0,0,0,0,0
6384,M06384,M,301.785,312.12,1685.637,45.663,69.264,0,0,0,0,0,0
6385,M06385,L,302.425,311.31,1100.0,29.351,215.596,0,0,0,0,0,0
6386,M06386,H,303.279,313.66,1477.611,33.306,217.538,0,0,0,0,0,0
6387,M06387,L,296.822,306.089,1450.529,40.032,143.614,0,0,0,0,0,0
6388,M06388,L,297.266,308.522,1582.292,58.124,152.114,0,0,0,0,0,0
6389,M06389,H,297.129,307.196,1323.756,33.079,186.55,0,0,0,0,0,0
6390,M06390,L,302.578,311.667,1740.998,26.178,97.895,0,0,0,0,0,0
6391,M06391,L,300.834,311.661,1337.692,26.881,84.571,0,0,0,0,0,0
6392,M06392,M,300.16,310.62,1399.016,31.394,88.217,0,0,0,0,0,0
6393,M06393,L,300.459,309.889,1353.83,33.432,140.47,0,0,0,0,0,0
6394,M06394,L,299.886,310.763,1770.574,63.046,87.164,1,0,0,1,0,0
6395,M06395,M,297.758,308.513,1100.0,49.667,69.446,0,0,0,0,0,0
6396,M06396,M,301.026,312.469,1893.114,36.85,47.492,0,0,0,0,0,0
6397,M06397,M,299.628,310.48,1824.142,58.529,51.132,0,0,0,0,0,0
6398,M06398,L,297.599,307.343,1375.73,33.874,75.221,0,0,0,0,0,0
6399,M06399,M,301.149,309.12,1725.923,35.887,76.816,0,0,0,0,0,0
6400,M06400,H,299.148,309.372,1528.62,35.288,127.509,0,0,0,0,0,0
6401,M06401,L,300.455,310.865,1863.64,50.268,65.663,0,0,0,0,0,0
6402,M06402,L,299.75,309.811,1709.144,39.3,154.418,0,0,0,0,0,0
6403,M06403,L,301.783,308.17,1982.492,55.073,257.745,1,0,0,0,1,0
6404,M06404,M,300.44,311.255,1156.328,44.34,207.468,0,0,0,0,0,0
6405,M06405,L,298.233,307.138,1542.096,49.09,45.728,0,0,0,0,0,0
6406,M06406,M,300.644,311.467,1120.697,21.839,99.059,0,0,0,0,0,0
6407,M06407,H,300.709,312.75,1385.883,23.009,31.053,0,0,0,0,0,0
6408,M06408,L,301.023,310.719,1994.924,23.338,133.655,0,0,0,0,0,0
6409,M06409,M,302.072,312.598,1603.004,35.719,137.71,0,0,0,0,0,0
6410,M06410,L,298.768,308.807,1716.599,24.612,132.177,0,0,0,0,0,0
6411,M06411,L,301.336,311.967,1613.066,52.403,46.543,0,0,0,0,0,0
6412,M06412,M,296.55,306.674,1599.102,38.008,74.534,0,0,0,0,0,0
6413,M06413,L,299.76,309.14,1385.083,46.153,186.905,1,1,0,0,0,0
6414,M06414,H,299.451,308.365,1344.099,35.077,147.781,0,0,0,0,0,0
6415,M06415,M,302.896,314.804,1379.185,48.248,59.234,0,0,0,0,0,0
6416,M06416,L,299.687,310.214,1100.0,20.349,30.124,0,0,0,0,0,0
6417,M06417,L,301.216,312.213,1481.952,39.511,114.907,0,0,0,0,0,0
6418,M06418,L,296.476,306.955,1552.767,45.007,111.421,0,0,0,0,0,0
6419,M06419,H,299.296,310.467,1363.772,45.85,29.963,0,0,0,0,0,0
6420,M06420,M,298.307,307.232,1471.25,36.823,98.421,0,0,0,0,0,0
6421,M06421,L,304.951,315.051,1615.511,22.89,86.078,0,0,0,0,0,0
6422,M06422,M,298.666,309.273,1694.657,50.113,78.886,0,0,0,0,0,0
6423,M06423,M,300.147,311.698,1236.482,36.077,90.042,0,0,0,0,0,0
6424,M06424,M,300.253,313.461,1325.149,36.946,139.202,0,0,0,0,0,0
6425,M06425,L,296.821,307.31,1665.651,62.192,126.269,0,0,0,0,0,0
6426,M06426,L,298.948,308.155,1629.582,40.966,207.865,0,0,0,0,0,0
6427,M06427,L,300.81,309.375,1795.768,34.811,133.847,0,0,0,0,0,0
6428,M06428,L,300.171,309.086,1786.644,34.212,176.337,0,0,0,0,0,0
6429,M06429,L,295.399,304.47,2031.272,46.452,27.353,0,0,0,0,0,0
6430,M06430,L,298.866,305.385,1435.592,31.791,130.627,0,0,0,0,0,0
6431,M06431,L,302.042,311.231,1847.284,45.117,93.931,0,0,0,0,0,0
6432,M06432,L,301.176,312.037,1297.597,51.013,170.672,0,0,0,0,0,0
6433,M06433,L,302.436,312.527,2026.692,39.117,137.787,0,0,0,0,0,0
6434,M06434,H,298.029,307.718,1600.033,49.878,230.257,0,0,0,0,0,0
6435,M06435,M,302.562,310.616,1619.244,39.312,54.77,0,0,0,0,0,0
6436,M06436,L,299.911,311.172,1717.784,33.125,70.209,0,0,0,0,0,0
6437,M06437,M,303.184,313.799,1201.82,23.354,143.886,0,0,0,0,0,0
6438,M06438,L,300.007,309.991,1263.554,42.751,110.916,0,0,0,0,0,0
6439,M06439,H,295.905,303.262,1525.448,42.961,53.951,0,0,0,0,0,0
6440,M06440,M,301.699,311.11,1576.058,49.813,146.129,0,0,0,0,0,0
6441,M06441,L,299.113,309.633,1958.162,48.85,85.331,0,0,0,0,0,0
